Advertiser ID,Advertiser Name,Primary Region,Membership Status,Datafeed Format,Feed ID,Feed Name,Language,Vertical,Last Imported,Last Checked,No of products,URL
"126441","The Cookie Countess","US","Not Joined","Google","F3573","","English","Retail","2026-07-12 14:39:12","2026-07-12 14:39:12","4111","https://ui.awin.com/productdata-darwin-download/publisher/2982087/2ea5f1e37d1253f0ad786fe5cd5ff0ef/1/feed/F3573.csv.gz"
"126017","Godestar","US","Not Joined","Google","F3579","","English","Retail","2026-07-04 04:00:05","2026-07-04 04:00:05","12","https://ui.awin.com/productdata-darwin-download/publisher/2982087/2ea5f1e37d1253f0ad786fe5cd5ff0ef/1/feed/F3579.csv.gz"
"61451","FLOWERFIX","GB","Not Joined","Google","F3597","","English","Retail","2026-07-12 15:15:01","2026-07-12 15:15:01","143","https://ui.awin.com/productdata-darwin-download/publisher/2982087/2ea5f1e37d1253f0ad786fe5cd5ff0ef/1/feed/F3597.csv.gz"
"126515","Radiale Pneus","BR","Not Joined","Google","F3601","","Portuguese","Retail","2026-07-12 13:22:18","2026-07-12 13:22:18","21","https://ui.awin.com/productdata-darwin-download/publisher/2982087/2ea5f1e37d1253f0ad786fe5cd5ff0ef/1/feed/F3601.csv.gz"
"126773","Alfredo Affiliate Program","GB","Not Joined","Google","F3612","","English","Retail","2026-07-12 15:45:15","2026-07-12 15:45:15","5387","https://ui.awin.com/productdata-darwin-download/publisher/2982087/2ea5f1e37d1253f0ad786fe5cd5ff0ef/1/feed/F3612.csv.gz"
"71217","Cottsbury","GB","Not Joined","Google","F3617","","English","Retail","2026-07-08 15:25:11","2026-07-08 15:25:11","66","https://ui.awin.com/productdata-darwin-download/publisher/2982087/2ea5f1e37d1253f0ad786fe5cd5ff0ef/1/feed/F3617.csv.gz"
"125650","Frenzy Clothings","GB","Not Joined","Google","F3628","","English","Retail","2026-07-12 14:46:49","2026-07-12 14:46:49","5398","https://ui.awin.com/productdata-darwin-download/publisher/2982087/2ea5f1e37d1253f0ad786fe5cd5ff0ef/1/feed/F3628.csv.gz"
"87403","Mosaic Weighted Blankets","US","Not Joined","Google","F3656","","English","Retail","2026-07-12 13:54:32","2026-07-12 13:54:32","1336","https://ui.awin.com/productdata-darwin-download/publisher/2982087/2ea5f1e37d1253f0ad786fe5cd5ff0ef/1/feed/F3656.csv.gz"
"126891","mamaraya","US","Not Joined","Google","F3673","","English","Retail","2026-07-12 15:13:23","2026-07-12 15:13:23","334","https://ui.awin.com/productdata-darwin-download/publisher/2982087/2ea5f1e37d1253f0ad786fe5cd5ff0ef/1/feed/F3673.csv.gz"
"126491","SPIEZ","US","Not Joined","Google","F3691","","English","Retail","2026-07-11 04:00:05","2026-07-11 04:00:05","49","https://ui.awin.com/productdata-darwin-download/publisher/2982087/2ea5f1e37d1253f0ad786fe5cd5ff0ef/1/feed/F3691.csv.gz"
"126699","HairLabs","US","Not Joined","Google","F3695","","English","Retail","2026-07-12 13:17:42","2026-07-12 13:17:42","36","https://ui.awin.com/productdata-darwin-download/publisher/2982087/2ea5f1e37d1253f0ad786fe5cd5ff0ef/1/feed/F3695.csv.gz"
"127057","DATOUBOSS","DE","Not Joined","Google","F3714","","English","Retail","2026-07-08 15:13:17","2026-07-08 15:13:17","161","https://ui.awin.com/productdata-darwin-download/publisher/2982087/2ea5f1e37d1253f0ad786fe5cd5ff0ef/1/feed/F3714.csv.gz"
"125844","Bodycross (FR)","FR","Not Joined","Google","F3731","","French","Retail","2026-07-12 15:43:46","2026-07-12 15:43:46","1575","https://ui.awin.com/productdata-darwin-download/publisher/2982087/2ea5f1e37d1253f0ad786fe5cd5ff0ef/1/feed/F3731.csv.gz"
"114020","Fun Fact Co.","US","Not Joined","Google","F3744","","English","Retail","2026-07-12 14:42:30","2026-07-12 14:42:30","426","https://ui.awin.com/productdata-darwin-download/publisher/2982087/2ea5f1e37d1253f0ad786fe5cd5ff0ef/1/feed/F3744.csv.gz"
"15079","Blitec DE","DE","Not Joined","Google","F3748","","German","Retail","2026-05-20 10:12:32","2026-05-20 10:12:32","69077","https://ui.awin.com/productdata-darwin-download/publisher/2982087/2ea5f1e37d1253f0ad786fe5cd5ff0ef/1/feed/F3748.csv.gz"
"126777","Deme by Gabriella","US","Not Joined","Google","F3755","","English","Retail","2026-07-12 12:48:41","2026-07-12 12:48:41","6231","https://ui.awin.com/productdata-darwin-download/publisher/2982087/2ea5f1e37d1253f0ad786fe5cd5ff0ef/1/feed/F3755.csv.gz"
"127091","ZONVEER","US","Not Joined","Google","F3763","","English","Retail","2026-07-12 16:01:31","2026-07-12 16:01:31","21","https://ui.awin.com/productdata-darwin-download/publisher/2982087/2ea5f1e37d1253f0ad786fe5cd5ff0ef/1/feed/F3763.csv.gz"
"127173","Naturklar","DE","Not Joined","Google","F3764","","German","Retail","2026-07-12 15:40:40","2026-07-12 15:40:40","24","https://ui.awin.com/productdata-darwin-download/publisher/2982087/2ea5f1e37d1253f0ad786fe5cd5ff0ef/1/feed/F3764.csv.gz"
"127327","Blade Infiniti Affiliate Program","US","Not Joined","Google","F3781","","English","Retail","2026-07-12 14:05:33","2026-07-12 14:05:33","23462","https://ui.awin.com/productdata-darwin-download/publisher/2982087/2ea5f1e37d1253f0ad786fe5cd5ff0ef/1/feed/F3781.csv.gz"
"127373","Hamxi","US","Not Joined","Google","F3785","","English","Retail","2026-07-08 19:30:41","2026-07-08 19:30:41","620","https://ui.awin.com/productdata-darwin-download/publisher/2982087/2ea5f1e37d1253f0ad786fe5cd5ff0ef/1/feed/F3785.csv.gz"
"58623","HOMO NATURALS","ES","Not Joined","Google","F3801","","Spanish","Retail","2026-07-12 15:55:27","2026-07-12 15:55:27","131","https://ui.awin.com/productdata-darwin-download/publisher/2982087/2ea5f1e37d1253f0ad786fe5cd5ff0ef/1/feed/F3801.csv.gz"
"100113","Tantaly UK","GB","Not Joined","Google","F3805","","English","Retail","2026-07-12 15:11:53","2026-07-12 15:11:53","72","https://ui.awin.com/productdata-darwin-download/publisher/2982087/2ea5f1e37d1253f0ad786fe5cd5ff0ef/1/feed/F3805.csv.gz"
"78850","TantalyDE","DE","Not Joined","Google","F3806","","German","Retail","2026-07-08 15:16:38","2026-07-08 15:16:38","81","https://ui.awin.com/productdata-darwin-download/publisher/2982087/2ea5f1e37d1253f0ad786fe5cd5ff0ef/1/feed/F3806.csv.gz"
"127267","Makerfire","US","Not Joined","Google","F3812","","English","Retail","2026-07-08 15:39:35","2026-07-08 15:39:35","2140","https://ui.awin.com/productdata-darwin-download/publisher/2982087/2ea5f1e37d1253f0ad786fe5cd5ff0ef/1/feed/F3812.csv.gz"
"119607","sitre","GB","Not Joined","Google","F3814","","English","Retail","2026-07-12 15:37:56","2026-07-12 15:37:56","20","https://ui.awin.com/productdata-darwin-download/publisher/2982087/2ea5f1e37d1253f0ad786fe5cd5ff0ef/1/feed/F3814.csv.gz"
"127399","Malasu.shop","DE","Not Joined","Google","F3837","","German","Retail","2026-07-12 15:55:25","2026-07-12 15:55:25","240","https://ui.awin.com/productdata-darwin-download/publisher/2982087/2ea5f1e37d1253f0ad786fe5cd5ff0ef/1/feed/F3837.csv.gz"
"125999","Capricorn Baby","US","Not Joined","Google","F3870","","English","Retail","2026-07-11 02:34:03","2026-07-11 02:34:03","199","https://ui.awin.com/productdata-darwin-download/publisher/2982087/2ea5f1e37d1253f0ad786fe5cd5ff0ef/1/feed/F3870.csv.gz"
"127607","https://www.soloredlight.com/","US","Not Joined","Google","F3874","","English","Retail","2026-07-08 15:20:56","2026-07-08 15:20:56","21","https://ui.awin.com/productdata-darwin-download/publisher/2982087/2ea5f1e37d1253f0ad786fe5cd5ff0ef/1/feed/F3874.csv.gz"
"127585","The Art of Becoming Affiliate Program","US","Not Joined","Google","F3882","","English","Retail","2026-07-12 14:30:17","2026-07-12 14:30:17","7","https://ui.awin.com/productdata-darwin-download/publisher/2982087/2ea5f1e37d1253f0ad786fe5cd5ff0ef/1/feed/F3882.csv.gz"
"126331","Parfivo","DE","Not Joined","Google","F3895","","German","Retail","2026-07-12 15:54:26","2026-07-12 15:54:26","372","https://ui.awin.com/productdata-darwin-download/publisher/2982087/2ea5f1e37d1253f0ad786fe5cd5ff0ef/1/feed/F3895.csv.gz"
"127669","Ma Lin","GB","Not Joined","Google","F3897","","English","Retail","2026-07-08 15:10:39","2026-07-08 15:10:39","18","https://ui.awin.com/productdata-darwin-download/publisher/2982087/2ea5f1e37d1253f0ad786fe5cd5ff0ef/1/feed/F3897.csv.gz"
"41612","Wonder Hoodie Inc","US","Not Joined","Google","F3900","","English","Retail","2026-07-12 13:36:26","2026-07-12 13:36:26","183","https://ui.awin.com/productdata-darwin-download/publisher/2982087/2ea5f1e37d1253f0ad786fe5cd5ff0ef/1/feed/F3900.csv.gz"
"126021","balarugs","US","Not Joined","Google","F3916","","English","Retail","2026-07-12 14:54:41","2026-07-12 14:54:41","3010","https://ui.awin.com/productdata-darwin-download/publisher/2982087/2ea5f1e37d1253f0ad786fe5cd5ff0ef/1/feed/F3916.csv.gz"
"127813","MONÉ UK Affiliate Programme","GB","Not Joined","Google","F3917","","English","Retail","2026-07-12 14:54:26","2026-07-12 14:54:26","25","https://ui.awin.com/productdata-darwin-download/publisher/2982087/2ea5f1e37d1253f0ad786fe5cd5ff0ef/1/feed/F3917.csv.gz"
"70262","Noirgaze Affiliate","US","Not Joined","Google","F3928","","English","Retail","2026-07-12 16:03:33","2026-07-12 16:03:33","23","https://ui.awin.com/productdata-darwin-download/publisher/2982087/2ea5f1e37d1253f0ad786fe5cd5ff0ef/1/feed/F3928.csv.gz"
"127231","EXG Pro","GB","Not Joined","Google","F3943","","English","Retail","2026-07-12 15:46:21","2026-07-12 15:46:21","163","https://ui.awin.com/productdata-darwin-download/publisher/2982087/2ea5f1e37d1253f0ad786fe5cd5ff0ef/1/feed/F3943.csv.gz"
"124894","Steam & Oak","GB","Not Joined","Google","F3970","","English","Retail","2026-07-12 12:51:46","2026-07-12 12:51:46","233","https://ui.awin.com/productdata-darwin-download/publisher/2982087/2ea5f1e37d1253f0ad786fe5cd5ff0ef/1/feed/F3970.csv.gz"
"127409","Dermlane Affiliate (US)","US","Not Joined","Google","F3975","","English","Retail","2026-07-12 15:40:01","2026-07-12 15:40:01","1620","https://ui.awin.com/productdata-darwin-download/publisher/2982087/2ea5f1e37d1253f0ad786fe5cd5ff0ef/1/feed/F3975.csv.gz"
"127949","SnoreLessNow","US","Not Joined","Google","F3977","","English","Retail","2026-07-12 15:13:20","2026-07-12 15:13:20","53","https://ui.awin.com/productdata-darwin-download/publisher/2982087/2ea5f1e37d1253f0ad786fe5cd5ff0ef/1/feed/F3977.csv.gz"
"47173","Natures Way DE","DE","Not Joined","Google","F3980","","German","Retail","2026-07-12 14:51:05","2026-07-12 14:51:05","27","https://ui.awin.com/productdata-darwin-download/publisher/2982087/2ea5f1e37d1253f0ad786fe5cd5ff0ef/1/feed/F3980.csv.gz"
"128107","Jolly Designs","DE","Not Joined","Google","F3982","","German","Retail","2026-07-12 10:24:24","2026-07-12 10:24:24","368","https://ui.awin.com/productdata-darwin-download/publisher/2982087/2ea5f1e37d1253f0ad786fe5cd5ff0ef/1/feed/F3982.csv.gz"
"127499","SafeFort (UK)","GB","Not Joined","Google","F3995","","English","Retail","2026-07-12 14:21:30","2026-07-12 14:21:30","263","https://ui.awin.com/productdata-darwin-download/publisher/2982087/2ea5f1e37d1253f0ad786fe5cd5ff0ef/1/feed/F3995.csv.gz"
"128211","Ophelia Eternity Jewelry","US","Not Joined","Google","F3996","","English","Retail","2026-07-12 14:58:40","2026-07-12 14:58:40","3434","https://ui.awin.com/productdata-darwin-download/publisher/2982087/2ea5f1e37d1253f0ad786fe5cd5ff0ef/1/feed/F3996.csv.gz"
"127783","Ashaki","US","Not Joined","Google","F3999","","English","Retail","2026-07-12 14:56:29","2026-07-12 14:56:29","1","https://ui.awin.com/productdata-darwin-download/publisher/2982087/2ea5f1e37d1253f0ad786fe5cd5ff0ef/1/feed/F3999.csv.gz"
"126855","Gemone Diamonds Official Affiliate Program","US","Not Joined","Google","F4001","","English","Retail","2026-07-12 13:01:49","2026-07-12 13:01:49","7528","https://ui.awin.com/productdata-darwin-download/publisher/2982087/2ea5f1e37d1253f0ad786fe5cd5ff0ef/1/feed/F4001.csv.gz"
"128219","Vixxar Skincare","US","Not Joined","Google","F4003","","English","Retail","2026-07-12 16:03:17","2026-07-12 16:03:17","142","https://ui.awin.com/productdata-darwin-download/publisher/2982087/2ea5f1e37d1253f0ad786fe5cd5ff0ef/1/feed/F4003.csv.gz"
"128033","Dima Eyewear (US)","US","Not Joined","Google","F4005","","English","Retail","2026-07-12 14:12:08","2026-07-12 14:12:08","515","https://ui.awin.com/productdata-darwin-download/publisher/2982087/2ea5f1e37d1253f0ad786fe5cd5ff0ef/1/feed/F4005.csv.gz"
"128197","Orebella","US","Not Joined","Google","F4012","","English","Retail","2026-07-12 13:03:21","2026-07-12 13:03:21","58","https://ui.awin.com/productdata-darwin-download/publisher/2982087/2ea5f1e37d1253f0ad786fe5cd5ff0ef/1/feed/F4012.csv.gz"
"128071","Alamea Palm Beach","US","Not Joined","Google","F4017","","English","Retail","2026-07-08 15:25:17","2026-07-08 15:25:17","46","https://ui.awin.com/productdata-darwin-download/publisher/2982087/2ea5f1e37d1253f0ad786fe5cd5ff0ef/1/feed/F4017.csv.gz"
"126221","metfine","US","Not Joined","Google","F4022","","English","Retail","2026-07-12 11:44:32","2026-07-12 11:44:32","1399","https://ui.awin.com/productdata-darwin-download/publisher/2982087/2ea5f1e37d1253f0ad786fe5cd5ff0ef/1/feed/F4022.csv.gz"
"128253","Moskera","FR","Not Joined","Google","F4023","","French","Retail","2026-07-12 13:19:31","2026-07-12 13:19:31","2258","https://ui.awin.com/productdata-darwin-download/publisher/2982087/2ea5f1e37d1253f0ad786fe5cd5ff0ef/1/feed/F4023.csv.gz"
"127381","MontAmour","NL","Not Joined","Google","F4027","","Dutch","Retail","2026-07-08 15:19:49","2026-07-08 15:19:49","9","https://ui.awin.com/productdata-darwin-download/publisher/2982087/2ea5f1e37d1253f0ad786fe5cd5ff0ef/1/feed/F4027.csv.gz"
"128323","THE STYLED INSIDER","IE","Not Joined","Google","F4030","","English","Retail","2026-07-12 13:21:33","2026-07-12 13:21:33","2902","https://ui.awin.com/productdata-darwin-download/publisher/2982087/2ea5f1e37d1253f0ad786fe5cd5ff0ef/1/feed/F4030.csv.gz"
"128237","Éclairage Déco","FR","Not Joined","Google","F4064","","French","Retail","2026-07-12 16:02:06","2026-07-12 16:02:06","1002","https://ui.awin.com/productdata-darwin-download/publisher/2982087/2ea5f1e37d1253f0ad786fe5cd5ff0ef/1/feed/F4064.csv.gz"
"69178","AKKO UK","GB","Not Joined","Google","F4068","","English","Retail","2026-07-12 14:40:15","2026-07-12 14:40:15","2728","https://ui.awin.com/productdata-darwin-download/publisher/2982087/2ea5f1e37d1253f0ad786fe5cd5ff0ef/1/feed/F4068.csv.gz"
"128639","ESR Tech (EU)","DE","Not Joined","Google","F4135","","German","Retail","2026-07-12 14:36:19","2026-07-12 14:36:19","3268","https://ui.awin.com/productdata-darwin-download/publisher/2982087/2ea5f1e37d1253f0ad786fe5cd5ff0ef/1/feed/F4135.csv.gz"
"128641","ESR Tech (UK)","GB","Not Joined","Google","F4140","","English","Retail","2026-07-12 13:58:43","2026-07-12 13:58:43","3031","https://ui.awin.com/productdata-darwin-download/publisher/2982087/2ea5f1e37d1253f0ad786fe5cd5ff0ef/1/feed/F4140.csv.gz"
"128653","Affiliates - Spoiled Brat","GB","Not Joined","Google","F4141","","English","Retail","2026-07-12 14:05:52","2026-07-12 14:05:52","2637","https://ui.awin.com/productdata-darwin-download/publisher/2982087/2ea5f1e37d1253f0ad786fe5cd5ff0ef/1/feed/F4141.csv.gz"
"128717","Vijvercentrum.nl","NL","Not Joined","Google","F4146","","Dutch","Retail","2026-07-12 15:56:38","2026-07-12 15:56:38","5786","https://ui.awin.com/productdata-darwin-download/publisher/2982087/2ea5f1e37d1253f0ad786fe5cd5ff0ef/1/feed/F4146.csv.gz"
"128557","shopify","IT","Not Joined","Google","F4154","","Italian","Retail","2026-07-12 14:33:43","2026-07-12 14:33:43","5","https://ui.awin.com/productdata-darwin-download/publisher/2982087/2ea5f1e37d1253f0ad786fe5cd5ff0ef/1/feed/F4154.csv.gz"
"128713","Shopping Ads: Google & Bing","GB","Not Joined","Google","F4161","","English","Retail","2026-07-12 11:27:26","2026-07-12 11:27:26","6907","https://ui.awin.com/productdata-darwin-download/publisher/2982087/2ea5f1e37d1253f0ad786fe5cd5ff0ef/1/feed/F4161.csv.gz"
"128143","AUTEL","US","Not Joined","Google","F4167","","English","Retail","2026-07-12 15:40:23","2026-07-12 15:40:23","87","https://ui.awin.com/productdata-darwin-download/publisher/2982087/2ea5f1e37d1253f0ad786fe5cd5ff0ef/1/feed/F4167.csv.gz"
"488","Bunches.co.uk","GB","Not Joined","Awin","488","Default","English","","2026-07-12 15:21:05","2026-07-12 15:21:01","208","https://productdata.awin.com/datafeed/download/apikey/2ea5f1e37d1253f0ad786fe5cd5ff0ef/fid/488/format/csv/language/en/delimiter/%2C/compression/gzip/adultcontent/1/columns/aw_deep_link%2Cproduct_name%2Caw_product_id%2Cmerchant_product_id%2Cmerchant_image_url%2Cdescription%2Cmerchant_category%2Csearch_price%2Cmerchant_name%2Cmerchant_id%2Ccategory_name%2Ccategory_id%2Caw_image_url%2Ccurrency%2Cstore_price%2Cdelivery_cost%2Cmerchant_deep_link%2Clanguage%2Clast_updated%2Cbrand_name%2Cbrand_id%2Ccolour%2Cproduct_short_description%2Cspecifications%2Ccondition%2Cproduct_model%2Cmodel_number%2Cdimensions%2Ckeywords%2Cpromotional_text%2Cproduct_type%2Ccommission_group%2Cmerchant_product_category_path%2Cmerchant_product_second_category%2Cmerchant_product_third_category%2Crrp_price%2Csaving%2Csavings_percent%2Cbase_price%2Cbase_price_amount%2Cbase_price_text%2Cproduct_price_old%2Cdelivery_restrictions%2Cdelivery_weight%2Cwarranty%2Cterms_of_contract%2Cdelivery_time%2Cin_stock%2Cstock_quantity%2Cvalid_from%2Cvalid_to%2Cis_for_sale%2Cweb_offer%2Cpre_order%2Cstock_status%2Csize_stock_status%2Csize_stock_amount%2Cmerchant_thumb_url%2Clarge_image%2Calternate_image%2Caw_thumb_url%2Calternate_image_two%2Calternate_image_three%2Calternate_image_four%2Creviews%2Caverage_rating%2Crating%2Cnumber_available%2Ccustom_1%2Ccustom_2%2Ccustom_3%2Ccustom_4%2Ccustom_5%2Ccustom_6%2Ccustom_7%2Ccustom_8%2Ccustom_9%2Cean%2Cisbn%2Cupc%2Cmpn%2Cparent_product_id%2Cproduct_GTIN%2Cbasket_link/"
"496","Tooled Up","GB","Not Joined","Awin","496","All Products","English","","2026-07-12 05:11:09","2026-07-12 05:09:41","84012","https://productdata.awin.com/datafeed/download/apikey/2ea5f1e37d1253f0ad786fe5cd5ff0ef/fid/496/format/csv/language/en/delimiter/%2C/compression/gzip/adultcontent/1/columns/data_feed_id%2Cmerchant_id%2Cmerchant_name%2Caw_product_id%2Caw_deep_link%2Caw_image_url%2Caw_thumb_url%2Ccategory_id%2Ccategory_name%2Cbrand_id%2Cbrand_name%2Cmerchant_product_id%2Cmerchant_category%2Cean%2Cmpn%2Cproduct_name%2Cdescription%2Cmerchant_deep_link%2Cmerchant_image_url%2Csearch_price%2Crrp_price%2Cdelivery_cost%2Cin_stock%2Cstock_status/"
"851","TV Cables","GB","Not Joined","Awin","851","Default","English","","2026-07-10 11:01:54","2026-07-12 15:03:05","7645","https://productdata.awin.com/datafeed/download/apikey/2ea5f1e37d1253f0ad786fe5cd5ff0ef/fid/851/format/csv/language/en/delimiter/%2C/compression/gzip/adultcontent/1/columns/data_feed_id%2Cmerchant_id%2Cmerchant_name%2Caw_product_id%2Caw_deep_link%2Caw_image_url%2Caw_thumb_url%2Ccategory_id%2Ccategory_name%2Cbrand_id%2Cbrand_name%2Cmerchant_product_id%2Cmerchant_category%2Cproduct_name%2Cdescription%2Cpromotional_text%2Cmerchant_deep_link%2Cmerchant_image_url%2Cdelivery_time%2Csearch_price%2Cdelivery_cost%2Cin_stock%2Cproduct_short_description/"
"1936","Theatre Tickets Direct","GB","Not Joined","Awin","1936","Default","English","","2026-07-12 03:01:20","2026-07-12 03:01:16","243","https://productdata.awin.com/datafeed/download/apikey/2ea5f1e37d1253f0ad786fe5cd5ff0ef/fid/1936/format/csv/language/en/delimiter/%2C/compression/gzip/adultcontent/1/columns/aw_deep_link%2Cproduct_name%2Caw_product_id%2Cmerchant_product_id%2Cmerchant_image_url%2Cdescription%2Cmerchant_category%2Csearch_price%2Cmerchant_name%2Cmerchant_id%2Ccategory_name%2Ccategory_id%2Caw_image_url%2Ccurrency%2Cstore_price%2Cdelivery_cost%2Cmerchant_deep_link%2Clanguage%2Clast_updated%2Cbrand_name%2Cbrand_id%2Ccolour%2Cproduct_short_description%2Cspecifications%2Ccondition%2Cproduct_model%2Cmodel_number%2Cdimensions%2Ckeywords%2Cpromotional_text%2Cproduct_type%2Ccommission_group%2Cmerchant_product_category_path%2Cmerchant_product_second_category%2Cmerchant_product_third_category%2Crrp_price%2Csaving%2Csavings_percent%2Cbase_price%2Cbase_price_amount%2Cbase_price_text%2Cproduct_price_old%2Cdelivery_restrictions%2Cdelivery_weight%2Cwarranty%2Cterms_of_contract%2Cdelivery_time%2Cin_stock%2Cstock_quantity%2Cvalid_from%2Cvalid_to%2Cis_for_sale%2Cweb_offer%2Cpre_order%2Cstock_status%2Csize_stock_status%2Csize_stock_amount%2Cmerchant_thumb_url%2Clarge_image%2Calternate_image%2Caw_thumb_url%2Calternate_image_two%2Calternate_image_three%2Calternate_image_four%2Creviews%2Caverage_rating%2Crating%2Cnumber_available%2Ccustom_1%2Ccustom_2%2Ccustom_3%2Ccustom_4%2Ccustom_5%2Ccustom_6%2Ccustom_7%2Ccustom_8%2Ccustom_9%2Cean%2Cisbn%2Cupc%2Cmpn%2Cparent_product_id%2Cproduct_GTIN%2Cbasket_link/"
"2418","Chargrilled","GB","Not Joined","Awin","2418","Default","English","","2026-05-15 12:35:40","2025-09-20 06:18:34","12986","https://productdata.awin.com/datafeed/download/apikey/2ea5f1e37d1253f0ad786fe5cd5ff0ef/fid/2418/format/csv/language/en/delimiter/%2C/compression/gzip/adultcontent/1/columns/data_feed_id%2Cmerchant_id%2Cmerchant_name%2Caw_product_id%2Caw_deep_link%2Caw_image_url%2Caw_thumb_url%2Ccategory_id%2Ccategory_name%2Cbrand_id%2Cbrand_name%2Cmerchant_product_id%2Cmerchant_category%2Cproduct_name%2Cdescription%2Cmerchant_deep_link%2Cmerchant_image_url%2Cdelivery_time%2Csearch_price%2Cdelivery_cost%2Cin_stock%2Ccondition%2Clast_updated/"
"5723","Lights 4 Living","GB","Not Joined","Awin","17887","Default","English","","2026-07-12 02:01:51","2026-07-12 02:01:41","8177","https://productdata.awin.com/datafeed/download/apikey/2ea5f1e37d1253f0ad786fe5cd5ff0ef/fid/17887/format/csv/language/en/delimiter/%2C/compression/gzip/adultcontent/1/columns/data_feed_id%2Cmerchant_id%2Cmerchant_name%2Caw_product_id%2Caw_deep_link%2Caw_image_url%2Caw_thumb_url%2Ccategory_id%2Ccategory_name%2Cbrand_id%2Cbrand_name%2Cmerchant_product_id%2Cmpn%2Cproduct_name%2Cdescription%2Cmerchant_deep_link%2Cmerchant_image_url%2Csearch_price%2Ccondition%2Cproduct_type%2Ccolour%2Cstock_status/"
"496","Tooled Up","GB","Not Joined","Awin","19857","Category - Power Tools","English","","2026-07-12 05:06:02","2026-07-12 05:05:54","3764","https://productdata.awin.com/datafeed/download/apikey/2ea5f1e37d1253f0ad786fe5cd5ff0ef/fid/19857/format/csv/language/en/delimiter/%2C/compression/gzip/adultcontent/1/columns/data_feed_id%2Cmerchant_id%2Cmerchant_name%2Caw_product_id%2Caw_deep_link%2Caw_image_url%2Caw_thumb_url%2Ccategory_id%2Ccategory_name%2Cbrand_id%2Cbrand_name%2Cmerchant_product_id%2Cmerchant_category%2Cean%2Cmpn%2Cproduct_name%2Cdescription%2Cmerchant_deep_link%2Cmerchant_image_url%2Csearch_price%2Crrp_price%2Cdelivery_cost%2Cin_stock%2Cstock_status/"
"496","Tooled Up","GB","Not Joined","Awin","19859","Category - Garden Tools","English","","2026-07-12 05:07:25","2026-07-12 05:07:16","4464","https://productdata.awin.com/datafeed/download/apikey/2ea5f1e37d1253f0ad786fe5cd5ff0ef/fid/19859/format/csv/language/en/delimiter/%2C/compression/gzip/adultcontent/1/columns/data_feed_id%2Cmerchant_id%2Cmerchant_name%2Caw_product_id%2Caw_deep_link%2Caw_image_url%2Caw_thumb_url%2Ccategory_id%2Ccategory_name%2Cbrand_id%2Cbrand_name%2Cmerchant_product_id%2Cmerchant_category%2Cean%2Cmpn%2Cproduct_name%2Cdescription%2Cmerchant_deep_link%2Cmerchant_image_url%2Csearch_price%2Crrp_price%2Cdelivery_cost%2Cin_stock%2Cstock_status/"
"496","Tooled Up","GB","Not Joined","Awin","19861","Category - Hand Tools","English","","2026-07-12 05:08:58","2026-07-12 05:08:38","15610","https://productdata.awin.com/datafeed/download/apikey/2ea5f1e37d1253f0ad786fe5cd5ff0ef/fid/19861/format/csv/language/en/delimiter/%2C/compression/gzip/adultcontent/1/columns/data_feed_id%2Cmerchant_id%2Cmerchant_name%2Caw_product_id%2Caw_deep_link%2Caw_image_url%2Caw_thumb_url%2Ccategory_id%2Ccategory_name%2Cbrand_id%2Cbrand_name%2Cmerchant_product_id%2Cmerchant_category%2Cean%2Cmpn%2Cproduct_name%2Cdescription%2Cmerchant_deep_link%2Cmerchant_image_url%2Csearch_price%2Crrp_price%2Cdelivery_cost%2Cin_stock%2Cstock_status/"
"496","Tooled Up","GB","Not Joined","Awin","19881","Category - Decorating & Tiling Tools","English","","2026-07-10 05:01:51","2026-07-12 05:01:42","977","https://productdata.awin.com/datafeed/download/apikey/2ea5f1e37d1253f0ad786fe5cd5ff0ef/fid/19881/format/csv/language/en/delimiter/%2C/compression/gzip/adultcontent/1/columns/data_feed_id%2Cmerchant_id%2Cmerchant_name%2Caw_product_id%2Caw_deep_link%2Caw_image_url%2Caw_thumb_url%2Ccategory_id%2Ccategory_name%2Cbrand_id%2Cbrand_name%2Cmerchant_product_id%2Cmerchant_category%2Cean%2Cmpn%2Cproduct_name%2Cdescription%2Cmerchant_deep_link%2Cmerchant_image_url%2Csearch_price%2Crrp_price%2Cdelivery_cost%2Cin_stock%2Cstock_status/"
"496","Tooled Up","GB","Not Joined","Awin","19883","Category - Plumbing Tools","English","","2026-07-12 05:01:39","2026-07-12 05:01:34","477","https://productdata.awin.com/datafeed/download/apikey/2ea5f1e37d1253f0ad786fe5cd5ff0ef/fid/19883/format/csv/language/en/delimiter/%2C/compression/gzip/adultcontent/1/columns/data_feed_id%2Cmerchant_id%2Cmerchant_name%2Caw_product_id%2Caw_deep_link%2Caw_image_url%2Caw_thumb_url%2Ccategory_id%2Ccategory_name%2Cbrand_id%2Cbrand_name%2Cmerchant_product_id%2Cmerchant_category%2Cean%2Cmpn%2Cproduct_name%2Cdescription%2Cmerchant_deep_link%2Cmerchant_image_url%2Csearch_price%2Crrp_price%2Cdelivery_cost%2Cin_stock%2Cstock_status/"
